,username,adschool,result,degree,major,TF,GRE,grad_major,grad_school,grad_gpa,grad_rank,background,year,ap_time,country
728,kevinkaizhou,UCSD,AD无奖,MS,CS,98(20),321+3,se , nju,  3.82/4, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-14,美国
729,konlzp,UCSD,AD无奖,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-08,美国
730,alpb0130,UCSD,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,15Fall,2014-12-15,美国
731,peanu,NYU-Poly,AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-03-04,美国
732,ilyak,EPFL,Rej,MS,CS,,325,ECE , ,  , 海本,,15Fall,2014-12-16,欧洲
733,whdawn,CMU,Rej,MS,CS,100  (23),321 + 3,EE , CQU,  89/100, 本科Top30 211,一封加拿大副教授强推,15Fall,2014-11-30,美国
734,zhuce_yige,ML@MSCS@RL@CMU,Rej,MS,CS,101,319+170+3,, ,  81/100, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-15,美国
735,zzj,NEU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-11-10,美国
736,mangodream,RPI,AD无奖,PhD,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-01,美国
737,JoeWest,CMU,WaitingList,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-10,美国
738,jerryzh,Carnegie Mellon University,Rej,PhD,CS,,,, ZJU,  ,,,15Fall,2014-12-14,美国
739,ccty2013,Dartmouth,Offer,PhD,CS,,,CS , BUPT,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-01-15,美国
740,begg930,Dartmouth,Offer,PhD,CS,104(22),323(3.0),信息工程 , SJTU,  87.5, 本科：南大，浙大，复旦，上交,副院长推荐 副校长推荐 但肯定都不是强腿,15Fall,2014-12-14,美国
741,markqzheng,Rutgers University,Offer,PhD,CS,96(20),324+3.0,软件工程 , ,  3.3/4.0, 本科Top15 211,"IEEE 3一般论文（2*1st, 1*3rd）",15Fall,2014-12-31,美国
742,zhangbaoquan,Rutgers Universirty,Offer,PhD,CS,,,, ,  , 本科其他211,,15Fall,2014-11-28,美国
743,alanthink,IUB,WaitingList,PhD,CS,,,计算机 , ,"  86.67, 2/14", 本科Top30 211,虽说是计算机，但是修的是数学方向的基础课,15Fall,2014-11-27,美国
744,eypw152,GIT,AD无奖,MS,CS,106,324+4.0,infosec , sjtu,  3.54/4.0, 本科：南大，浙大，复旦，上交,,15Fall,2015-01-15,美国
745,Coco_Yang,University of Southern California (USC),AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-01-05,美国
746,xuletian,GWU,AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-01-13,美国
747,wawjchinawct,CS@Georgia Tech,AD无奖,MS,CS,95(20),150+170+3.5,数字媒体技术 , 山东大学,  91.1  (3.64)  (1), 本科Top15 211,一位国际顶级会议有成果的老师算么。。。。,15Fall,2014-12-31,美国
748,Fantasy,"CMU, UCSD, Yale",AD无奖,MS,CS,111 (S 22),331 + 3.0,CS , THU,  90/100， top 20, 本科：北大，清华，科大，中科院，特色学校牛专业,一封IEEE fellow推荐信,15Fall,2015-03-06,美国
749,yifan0129,cs@columbia,AD无奖,MS,CS,109(27),154+167+3,电信工程 , BUPT,  87.56, 本科Top30 211,,15Fall,2015-01-06,美国
750,VAN-C,hcid@UW，hci@CMU，hci@GT,Rej,MS,CS,98（23）,319,SE , SYSU,  3.6/4, 本科Top15 211,,15Fall,2015-01-15,美国
751,lmstc16lmstc16,mrsd@cmu,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-02,美国
752,lululillian,Syracuse,Rej,MS,CS,,143+164+3,CS , ,  3.65/4, 海本,计算机专业普通教授一封推荐信,15Fall,2014-12-15,美国
753,一米,Syracuse University,Rej,MS,CS,97(23),156  163  3,, ,  , 本科非211,,15Fall,2015-01-15,美国
754,Paulnet,GaTech,Rej,MS,CS,,,, ,  , 本科其他211,,15Fall,2014-12-30,美国
755,knight0clk,WPI,Rej,MS,CS,,,, ,  , 本科非211,,15Fall,2015-01-16,美国
756,vivienerwen,Dartmouth,Rej,PhD,CS,,,EE , bupt,  90+, 本科Top30 211,,15Fall,2014-12-15,美国
757,cqq2014,Dartmouth,Rej,PhD,CS,99=27+26+22+24,"320=150+170,3.0",CS , WHU,  , 本科Top15 211,,15Fall,2014-12-12,美国
758,evancheung,RPI,Offer,PhD,CS,,,, ,  ,,,15Fall,2014-12-01,美国
759,zhuce_yige,CS@SUNY Stony Brook,Offer,PhD,CS,"101, S:18",149+170+3,CS , ,  81/100, 本科：南大，浙大，复旦，上交,ACM Fellow 一封,15Fall,2014-12-15,美国
760,ypandxy,cs@nyu-poly,AD小奖,MS,CS,101(23),322,ee , ,  84.8, 本科Top30 211,,15Fall,2014-12-31,美国
761,刘心惠,NYU-Poly,AD小奖,MS,CS,94,320 152+168+3.0,软件工程 , 天津工业大学,  85多, 本科非211,有个NYU 生物医学院的教授推荐信,15Fall,2015-01-08,美国
762,alpb0130,Data Science@USC,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,15Fall,2015-01-12,美国
763,shangmo,Cornell,AD无奖,MS,CS,106,149+168+3.5,computer science & mathematics , ,  3.9/4.0, 海本,三封本校老师，其中一封strongly recommend,15Fall,2015-01-22,美国
764,jinfang,CS@MENG@Cornell,AD无奖,MS,CS,waive,153+170+3.5,CS , WHU+JMU(2+2 Program),"  overall 3.83, Major 3.93", 海本,,15Fall,2015-01-19,美国
765,JoyForce,UW-Tacoma,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,15Fall,2014-12-01,美国
766,ray1213,Simon Fraser University,AD无奖,MS,CS,103(23),V151 Q170 AW3,CS , CityU HK,  3.62, 海本,,15Fall,2015-01-29,加拿大
767,happyxujin,U of Utah,AD无奖,MS,CS,,,, 南方某技术学校,  ,,,15Fall,2014-12-15,美国
768,offfer,MCS@UIUC,AD无奖,MS,CS,112,327+4,CS , ,  , 海本,,15Fall,2014-12-15,美国
769,290219306,UTD,AD无奖,MS,CS,103 (29+27+22+25),321 (153+168+3),Finance , ,  90%, 本科非211,,15Fall,2015-01-12,美国
770,Saiki,雪城,Rej,MS,CS,,,, ,  , 本科非211,,15Fall,2015-01-15,美国
771,simonsong,雪城,Rej,MS,CS,,,, ,  ,,,15Fall,2015-03-06,美国
772,Meile,CS@Syracuse University,Rej,MS,CS,96,319+3,光信息 , 华中科大,  79, 本科Top30 211,,15Fall,2015-01-15,美国
773,HybridSuns,雪城,Rej,MS,CS,R28 L24 S20 W22 Total94,V142 Q167 Total309,, ,  2.8/4.0, 本科非211,,15Fall,2015-01-22,美国
774,provhomme,Syracuse,Rej,MS,CS,,,Bio , ,  , 本科非211,,15Fall,2015-01-19,美国
775,singku,Syracuse,Rej,MS,CS,93,311,CS , WHUT,  3.32, 本科Top30 211,,15Fall,2014-12-30,美国
776,nnq,Syracuse,Rej,MS,CS,,,光信息 , bupt,  80.88, 本科Top30 211,,15Fall,2015-01-15,美国
777,whdawn,CMU,Rej,MS,CS,100 (23),321 + 3,EE , CQU,  89/100, 本科Top30 211,一封加拿大副教授强推,15Fall,2014-11-30,美国
778,zyy20853,CMU,Rej,MS,CS,,,CS , 大连理工,  89.9  2, 本科Top30 211,,15Fall,2014-12-03,美国
779,fengzhiyu17,MS Machine Learning @ CMU,Rej,MS,CS,105(23),326 3,CS , BUPT,  30%, 本科Top30 211,,15Fall,2014-12-14,美国
780,EroicaCMCS,ML@CMU,Rej,MS,CS,,,, ,  , 本科非211,,15Fall,2014-12-15,美国
781,wangyanghan,Ms.ML,Rej,MS,CS,,,, ,  ,,,15Fall,最后一天,美国
782,ceclinux,CMU,Rej,MS,CS,98,321,, ,  3.6, 海本,,15Fall,2015-01-15,美国
783,wangyanghan,MSCV@CMU,Rej,MS,CS,,,, ,  ,,,15Fall,最后一天,美国
784,默de途,CMU,Rej,MS,CS,102(S22),153+168+3,光电 , 电子科大,  90.7/100; 1/180, 本科Top30 211,无,15Fall,2014-12-02,美国
785,bryanjhy,cmu,Rej,MS,CS,104（19）,320+3,数学与应用数学 , scu,  88  3.6   2/26, 本科Top15 211,水科研若干,15Fall,2014-12-01,美国
786,Coco_Yang,CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-16,美国
787,unclemoe,Carnegie Mellon University,Rej,MS,CS,100(S24),151+165+3,Automation , SEU,  87.22/100, 本科Top15 211,,15Fall,2014-12-03,美国
788,JunoJ,NEU-Seattle,Rej,MS,CS,94,320,CS , ,  , 本科其他211,,15Fall,2014-12-25,美国
789,ceclinux,CMU * 2，Columbia，UW,Rej,MS,CS,99,321,, ,  , 海本,,15Fall,2015-01-15,美国
790,powermike,Buffalo,AD无奖,PhD,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,忘了,美国
791,hello_yyx,suny buffalo,AD无奖,PhD,CS,,,, ,  ,,,15Fall,2014-12-30,美国
792,shmr0077,UMass Amherst,Rej,混合,CS,,,, ,  , 本科Top15 211,,15Fall,2014-12-15,美国
793,fwtan,Dartmouth College,Rej,PhD,CS,,,, ,  ,,,15Fall,2015-01-15,美国
794,hammer9132,Dartmouth,Rej,PhD,CS,,,, ,  ,,,15Fall,记不清了,美国
795,Claire1215,cs@dratmouth,Rej,PhD,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-15,美国
796,hp257,CMU,Rej,PhD,CS,108,322+3.5,, ,  , 本科Top30 211,,15Fall,2014-12-15,美国
797,sunformoon,CMU,Rej,PhD,CS,,,, ,  , 本科Top15 211,,15Fall,2014-12-02,美国
798,nickyzhi,University of Oregon,Offer,PhD,CS,,,, BUPT,  , 本科其他211,,15Fall,2014-12-31,美国
799,markqzheng,Ohio State University,Offer,PhD,CS,96(20),324+3.0,软件工程 , ,  3.3/4.0, 本科Top15 211,"IEEE 3一般论文（2*1st, 1*3rd）",15Fall,2015-01-02,美国
800,moonsky219,Ohio State University,Offer,PhD,CS,waive,153+162+3.5,软件工程 , 同济,  3.81/5, 本科Top30 211,一篇三作Under preparation for submission in the IEEE Transactions on Mobile Computing (TMC),15Fall,2014-12-15,美国
801,cqq2014,University at Buffalo,Offer,PhD,CS,,,CS , ,  3.5/4, 本科Top15 211,,15Fall,2014-12-10,美国
802,moonsky219,University of Pittsburgh,Offer,PhD,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-15,美国
803,Pandaman,SUNY Stony Brook,Offer,PhD,CS,,,EE , HUST,  87, 本科Top30 211,,15Fall,2015-01-01,美国
804,409661331,CS@Stony Brook,Offer,PhD,CS,IELTS 6.5,152+170+3.0,Information Security , BUPT,  85, 本科Top30 211,,15Fall,2014-12-01,美国
805,markqzheng,SUNY Stony Brook,Offer,PhD,CS,96(20),324+3.0,软件工程 , ,  3.3/4.0, 本科Top15 211,"IEEE 3一般论文（2*1st, 1*3rd）",15Fall,2015-01-05,美国
806,fishinlove,Stony Brook University,Offer,PhD,CS,,,, ,  ,,,15Fall,2014-12-13,美国
807,marcusisme,Cornell Tech IS in Healthier Life,Offer,MS,CS,,,, ,  ,,,15Fall,2014-12-31,美国
808,xuletian,"University of Washington, Tacoma",Offer,MS,CS,,,, ,  ,,,15Fall,2015-02-04,美国
809,versemonger,University of New Mexico,AD小奖,PhD,CS,,,地球物理 , ,  3.5, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-03-02,美国
810,mangodream,UU,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-01,美国
811,forestwn,TU/e,AD无奖,MS,CS,97(19),153+167+3.0,通信工程 , ,  , 本科Top15 211,,15Fall,2015-01-22,欧洲
812,ml0353662,Georgetown,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-05,美国
813,yhyh_chenvv,Georgetown,AD无奖,MS,CS,,,EE , BUPT,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-01-15,美国
814,tq5124,Cornell,AD无奖,MS,CS,103=28+28+23+24,151+165+3.0,infoSec , sjtu,  83.4/100, 本科：南大，浙大，复旦，上交,UW回到本校的教授推荐一封,15Fall,2015-01-10,美国
815,tcstar,UTD,AD无奖,MS,CS,108(23),158+168+3,, ,  3.5/4, 本科Top15 211,美赛M奖,15Fall,2014-12-14,美国
816,zzj,UUtah,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-11-20,美国
817,Sayings,UUtah,AD无奖,MS,CS,,,Software Engineering , NEU(China),  3.4, 本科其他211,,15Fall,2014-12-06,美国
818,kraks,Utah,AD无奖,MS,CS,,,MIS , ,  80/100, 本科其他211,,15Fall,2014-12-14,美国
819,香草可乐,University of Utah,AD无奖,MS,CS,Waive,,CS , UU,  3.5/4.0, 海本,,15Fall,2014-12-09,美国
820,翔在天空,UIUC,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-03-07,美国
821,wds41138,UIUC,AD无奖,MS,CS,101,319+3,CE , ,  3.7/4.3, 海本,,15Fall,2014-12-15,美国
822,hsama,gatech,AD无奖,MS,CS,104,322/3,cs , sjtu,  88.3, 本科：南大，浙大，复旦，上交,牛推一个，两段海外暑期游学经历（其中一个就是gatech的），实验室经历但没发paper,15Fall,2015-01-15,美国
823,chen482,Gatech,AD无奖,MS,CS,,,SE , NJU,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-11-06,美国
824,sunlei_1993,Georgia Tech,AD无奖,MS,CS,,,, ,  , 海本,,15Fall,2015-01-01,美国
825,UpDownDOTA,Gatech,AD无奖,MS,CS,,,TCS , THU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-29,美国
826,aivanessa,CS@Gatech,AD无奖,MS,CS,,,SE , ZJU,  , 本科：南大，浙大，复旦，上交,"IT公司dev实习1年@硅谷, 实习老板strong LOR, CS无关consulting firm & bank 实习",15Fall,2014-12-23,美国
827,wuyang1992,Gatech,AD无奖,MS,CS,,,见定位贴 , CUHK,  , 海本,,15Fall,2015-01-15,美国
828,liliumao,"ad@UWM(ms),UIUC(mcs); rej@CMU",AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
829,youlixiang,CMU,AD小奖,MS,CS,107,320+4,, ,  , 海本,,15Fall,2015-01-31,美国
830,forestwn,IUB,AD小奖,MS,CS,97(19),153+167+3.0,通信工程 , ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-30,美国
831,rier2011,IUB,AD小奖,MS,CS,104,156+170+3.5,计科 , 武大,  3.55/4.0, 本科Top15 211,,15Fall,2014-12-31,美国
832,xuletian,Indiana University Bloomington,AD小奖,MS,CS,,,, ,  ,,,15Fall,2015-01-21,美国
833,蓝色蝶殇,CMU-MSCV,Rej,MS,CS,96,151+170+3.0,软件工程 , 中山大学,  3.83/4.0 排名15/150, 本科Top15 211,无···,15Fall,2014-11-27,美国
834,么凹,MSCV@CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-01,美国
835,Pandaman,CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2015-01-01,美国
836,alpb0130,ML@CMU,Rej,MS,CS,,,, ,  , 本科Top15 211,,15Fall,2014-12-15,美国
837,喜马拉雅疯子,ML@CMU,Rej,MS,CS,,,通信 , 电子科大,  3.70, 本科Top30 211,,15Fall,2014-11-26,美国
838,筱瞳,CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-09,美国
839,tong-1324,ML@CMU,Rej,MS,CS,,,CS , SJTU,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-05,美国
840,shakugannoshana,ML@CMU,Rej,MS,CS,,,, bit,  , 本科Top30 211,,15Fall,2014-12-15,美国
841,gc1993114,CMU,Rej,MS,CS,109(23),154+169+3,信息安全 , SJTU,  86.7, 本科：南大，浙大，复旦，上交,Australia学期交换水科研＋SJTU科研水实习＋任课老师推荐,15Fall,2014-12-15,美国
842,wsd10,MSCV@CMU,Rej,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-15,美国
843,lalatiantian,UW,Rej,MS,CS,,,, ,  ,,,15Fall,2014-11-15,美国
844,ingerido,UVa,Rej,MS,CS,,,软件工程 , 南邮,  , 本科非211,,15Fall,2014-12-15,美国
845,stellalai,Machine Learning@CS,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-11-25,美国
846,allenjack123,Brown,Rej,PhD,CS,98(22),318,, BIT,"  86.3/100, 8/90", 本科Top30 211,无,15Fall,2014-12-10,美国
847,youlixiang,Syracuse,AD无奖,MS,CS,107,320+4,, ,  ,,,15Fall,2014-12-20,美国
848,hanxiaojin21,Getech,AD无奖,MS,CS,"103(R:28, S:22, L: 25, W: 28)","330(V: 160, Q: 170)+ AW 3.0",CS , 香港城市大学,  3.72/4.3, 海本,top conference 一作一枚,15Fall,2015-02-01,美国
849,tcstar,UVa,Rej,MS,CS,108(S23),158+168+3,, ,  3.5/4, 本科Top15 211,美赛M奖,15Fall,2014-12-12,美国
850,hhubb,XXX,WaitingList,PhD,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-03-09,美国
851,beer,Syracuse U,AD无奖,MS,CS,,,, ,  , 本科其他211,,15Fall,2014-12-27,美国
852,jinfang,USC,AD无奖,MS,CS,,,, ,  , 海本,,15Fall,2014-12-18,美国
853,hanxiaojin21,Brown,Rej,MS,CS,,,, ,  ,,,15Fall,2015-03-02,美国
854,renyuxiang,UVa,Rej,MS,CS,96,154+170+3.5,SE , ,  3.3, 本科：南大，浙大，复旦，上交,一年实验室经历无论文，IBM Lab实习半年，无牛推,15Fall,2015-01-30,美国
855,alanthink,CityU,WaitingList,PhD,CS,90(S19),318(3.5),, ,"  86.67, 2/14", 本科Top30 211,,15Fall,2014-12-04,港澳台
856,chen482,Brown,AD无奖,MS,CS,106(s26),157+169+3.0,SE , NJU,  , 本科：南大，浙大，复旦，上交,一封美国数学教授的推荐信,15Fall,2014-11-22,美国
857,whdawn,USC,AD无奖,MS,CS,100 (23),321 + 3,EE , CQU,  89/100, 本科Top30 211,无,15Fall,2014-11-12,美国
858,omegaga,USC,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,15Fall,2014-12-15,美国
859,1mhz,USC,AD无奖,MS,CS,,,CS , BUPT,  , 本科Top30 211,,15Fall,2014-12-20,美国
860,马马帅,USC,AD无奖,MS,CS,,,cs , ,  , 本科其他211,,15Fall,2014-12-16,美国
861,sliu,USC,AD无奖,MS,CS,,,CS , PKU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-01-10,美国
862,excellent5,USC,AD无奖,MS,CS,,,信息安全 , SJTU,  3.53/4, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-14,美国
863,wtyelu,USC,AD无奖,MS,CS,102（22）,154+170+3.5,CS+AUTOMATION , ZJUT,"  88,2/59", 本科非211,,15Fall,2015-01-15,美国
864,hhhhchen,CS@USC,AD无奖,MS,CS,,,软件工程 , 东南大学,  3.78/4, 本科Top30 211,,15Fall,2014-12-04,美国
865,Frankluo,USC,AD无奖,MS,CS,98(S22),151+170+3,CS , BUAA,  GPA3.81 RANK9/229, 本科Top15 211,水项目若干，美赛M奖，SAP半年实习，无paper无牛腿,15Fall,2015-01-15,美国
866,aoisky,Cornell,AD无奖,MS,CS,Waived,149+162+3,CS , ,  3.89/4.00 Major, 3.95/4.00,,15Fall,2015-01-29,美国
867,dolphin_wby,NCSU,AD无奖,MS,CS,105(23),159+168+3,电子信息工程 , SDU,  89.9 5% 写了last year gpa top 1, 本科Top30 211,两段cs水实习,15Fall,2014-12-07,美国
868,devarenacn,North Carolina State University,AD无奖,MS,CS,107,313+3.0,通信工程 , ,  3.16/4, 本科非211,,15Fall,2014-11-15,美国
869,pacman,NCSU,AD无奖,MS,CS,108(22),324+3.5,EE , USTC,  3.42/4.3, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-04,美国
870,GavinZZZ,Syracuse University,AD无奖,MS,CS,,,CS , SYSU,  , 本科Top15 211,,15Fall,2014-12-28,美国
871,罗大宝,CMU,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-01-28,美国
872,fionawu,cmu-sv utd,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-10-01,美国
873,aegis,CS@Syracuse,Rej,MS,CS,97（24）,307 + 3,网络工程 , 南京信息工程大学,  3.57, 本科其他211,,15Fall,2015-01-15,美国
874,ingerido,Syracuse,Rej,MS,CS,97,313+3.0,软工 , 南邮,  3.2/4, 本科非211,,15Fall,2015-02-10,美国
875,hhubb,UMD,Rej,PhD,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-03-05,美国
876,alanthink,NUS,Rej,PhD,CS,,,, ,"  86.67, 2/14", 本科Top30 211,,15Fall,2014-12-05,新加坡
877,mangodream,RPI,Offer,PhD,CS,,,, ,  ,,,15Fall,2014-12-01,美国
878,iwlam525,"RPI, UPitt, Stony Brook",Offer,PhD,CS,103 (23),320(v157)+3.0,CS , ,  3.59, 本科Top30 211,有论文,15Fall,2015-01-01,美国
879,ryanjin,University of Massachusetts Amherst,Offer,PhD,CS,,,, ,  , 本科其他211,,15Fall,2014-11-20,美国
880,albja,CS@USC,Offer,MS,CS,103(S23),154+167+3,SE , ,  89/100, 本科Top15 211,,15Fall,2014-12-20,美国
881,jerrypiglet,Brown,AD小奖,MS,CS,"110 30/R, 28/L, 24/S, 28/W",162/V 168/Q 3.5/A.W,信息工程 , Southeast University,  , 本科Top30 211,,15Fall,2014-12-11,美国
882,neverland785,雪城,AD小奖,MS,CS,,,, ,  ,,,15Fall,2015-01-31,美国
883,aegis,CS@USFCA,AD无奖,MS,CS,97(24),143 164 3,网络工程 , 南京信息工程大学,  3.57, 本科其他211,,15Fall,2015-01-15,美国
884,remix,Syr,AD无奖,MS,CS,WAIVED,150+168+3.0,CS , SUNY BUFFALO,  3.72, 海本,,15Fall,2014-12-12,美国
885,坑仔,Syracuse,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2015-01-01,美国
886,lymustc,CS@Syr,AD无奖,MS,CS,98,152+167+3.0,EE , USTC,  3.5/4.3, 本科：北大，清华，科大，中科院，特色学校牛专业,无,15Fall,2014-12-27,美国
887,listen8019,CS@syracuse,AD无奖,MS,CS,100(s19),151+168+3,CS , BUPT,  83.3/100, 本科Top15 211,毫无背景,15Fall,2015-01-27,美国
888,坑仔,INI MSIT-MOB@CMU,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2015-01-01,美国
889,linaohan1993120,INI-MSIT-mobility@CMU,AD无奖,MS,CS,110,159+168+3,CS , BUPT,"  89,2/302", 本科Top30 211,CMU HCI Summer intern,15Fall,2015-01-03,美国
890,cocoabean,NCSU,AD无奖,MS,CS,,,, ,  , 本科非211,,15Fall,2014-12-15,美国
891,uranus23,NCSU,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
892,yummy1221,NCSU,AD无奖,MS,CS,,,SE , WHU,  , 本科Top15 211,,15Fall,2014-10-25,美国
893,beer,NCSU,AD无奖,MS,CS,,,地理信息系统 , 武汉理工大学,  , 本科其他211,,15Fall,2014-12-27,美国
894,ml0353662,NCSU,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-11,美国
895,oh_baizhima,Brown,AD无奖,MS,CS,108,324+3.5,应用数学/农业经济 , 中国人民大学,"  3.63/4, 3.66/4", 本科Top15 211,davis一年交换，12门mooc cs证书(其中一门Brown的Coding the matrix),15Fall,2014-12-22,美国
896,活性氧,Brown,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-26,美国
897,gc1993114,Brown,AD无奖,MS,CS,109(23),154+169+3,信息安全 , SJTU,  86.7, 本科：南大，浙大，复旦，上交,Australia学期交换水科研＋SJTU科研水实习＋任课老师推荐,15Fall,2015-01-23,美国
898,FutureCo,CS@Syracuse,AD小奖,MS,CS,96(18),154+170+3.5,SE , ,  81/100, 本科：南大，浙大，复旦，上交,,15Fall,2015-01-22,美国
899,MMaiGRE,Syracuse,AD小奖,MS,CS,103(s23),153+167+3.5,SE , NJU,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-01-23,美国
900,stormmax,Brown,Rej,MS,CS,106(24),157+170+3,SE , Tongji U,  4.46/5.0 top 20%, 本科Top30 211,USC教授推荐，大摩暑期实习,15Fall,2015-03-14,美国
901,ikol1729,UMASS,Rej,PhD,CS,,,, ,  , 本科Top15 211,,15Fall,2014-12-10,美国
902,starwp,CS@Umass CS@WPI,Rej,PhD,CS,87,151 164 3.0,ee , ,  3.3, 本科其他211,,15Fall,2014-12-15,美国
903,jiangyifan13d,CMU-INI,AD无奖,MS,CS,,,, ,  , 海本,,15Fall,2015-01-02,美国
904,lhjbj,CMU-SV,AD无奖,MS,CS,97（S22）,329+3.5,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-15,美国
905,srxiaoj,"MCS@Rice, IM@Syracuse",AD无奖,MS,CS,107（S23),V151+Q165+4,化学 , 兰州大学,  3.3, 本科Top30 211,3篇物理化学sci paper一作，2个cs方向project,15Fall,2015-03-12,美国
906,nanaslipdada,INI@CMU,AD无奖,MS,CS,107(s23),151+168+3.5,电子信息工程 , HUST,  92, 本科Top15 211,无牛推，一点小科研,15Fall,2014-12-22,美国
907,hanyu,University of Alberta,Offer,混合,CS,96(18),314+3.0,Software Engineering , ,  3.51, 本科Top30 211,五篇paper，两个专利，无牛腿，无实习，两年科研~国奖什么的,15Fall,2015-01-08,加拿大
908,gjxwin,CMU,Rej,MS,CS,102,325+3.5,EE , WHU,  90，ranking：2/146, 本科Top15 211,,15Fall,2014-12-16,美国
909,一米,cmu-ini mobility的那个项目,Rej,MS,CS,97（23）,156+163,, ,  3.45、4, 本科非211,,15Fall,2015-01-15,美国
910,cicean,Caltech,Rej,PhD,CS,106,328,CS , BIT,  83/100, 本科Top15 211,,15Fall,2014-12-13,美国
911,nickyzhi,UT Dallas,Offer,PhD,CS,,,, BUPT,  ,,,15Fall,2014-12-18,美国
912,马马帅,Brandeis,AD小奖,MS,CS,,,, ,  , 本科其他211,,15Fall,2014-12-10,美国
913,wuyang1992,Dartmouth,AD小奖,MS,CS,,,见定位贴 , CUHK,  , 海本,,15Fall,2014-12-15,美国
914,honiess,Dartmouth,AD小奖,MS,CS,,,, ,  ,,,15Fall,2014-12-01,美国
915,fanzy,dartmouth,AD小奖,MS,CS,,,, scut,  , 本科Top30 211,,15Fall,2014-12-14,美国
916,albusshin,INI@CMU,AD无奖,MS,CS,109(24),157 + 170 + 3.5,Software Engineering , TongjiU,"  4.57/5, 10/160", 本科Top30 211,德国水实习，澳洲水交换，无牛腿，水科研,15Fall,2015-01-28,美国
917,桑梓地,Rice,Rej,MS,CS,,,software engineering , whu,  , 本科Top15 211,,15Fall,2014-12-14,美国
918,zhuce_yige,"CS@PhD@Columbia, CS@PhD@UMass, CS@MS@UIUC, CS@MS@UBC",Rej,混合,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-15,美国
919,lanseyyu,UIUC,Rej,MS,CS,waived,330+3,, ,  , 海本,,15Fall,2014-11-21,美国
920,collwe,UMASS,Rej,PhD,CS,,,, ,  , 本科其他211,,15Fall,2014-12-16,美国
921,otwo,lehigh university,Offer,PhD,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-15,美国
922,nnwoshinn,Boston University,AD无奖,MS,CS,101,323+3.5,SE , ,  , 本科：南大，浙大，复旦，上交,,15Fall,1月,美国
